headline,label
রাজধানীতে গৃহবধূর আত্মহত্যা,1
রাজধানীতে ট্রেনের ধাক্কায় শিশুর মৃত্যু,1
২১ আগস্টের রায় নিয়ে শঙ্কার কিছু নেই : ডিএমপি,1
সিসিক নির্বাচন নিয়ে তিন মামলা,1
কক্সবাজারে মাদক ব্যবসায়ীর গুলিবিদ্ধ লাশ উদ্ধার,1
মুক্তিযোদ্ধা কোটা বহালের দাবিতে সারাদেশে আন্দোলন,1
দেশে ফিরছেন আরও ৪২ নিপীড়িত নারীকর্মী,1
যাত্রী নয় মালিক-শ্রমিকের স্বার্থ রক্ষার দলিল সড়ক পরিবহন আইন,1
আকাশের ঠিকানায় লেখা চিঠি সরকারের কাছে পৌঁছবে না: তথ্যমন্ত্রী,1
সংসদে সৈয়দ আশরাফের ছুটি মঞ্জুর,1
সিনহাকে বই লেখার প্রস্তাব ও অর্থ প্রদানে জড়িত মীর কাসেমের ভাই,1
কুমিল্লা বিদ্যুতের তার ছিঁড়ে পড়ে ৪ জনের মৃত্যু,1
চিড়িয়াখানা নাকি কারাগার?,1
ডিজিটাল নিরাপত্তা আইনের নিবর্তনমূলক ধারা বাতিলের দাবি সুজনের,1
বরিশালে দুর্বৃত্তের গুলিতে ইউপি চেয়ারম্যান নিহত,1
উখিয়ায় মানবপাচারকারী রুস্তম গ্রেফতার,1
খালেদার জামিন বাতিল প্রশ্নে আদেশ ১৪ অক্টোবর,1
বৃহত্তর ঐক্যের নেতৃত্বে প্রত্যেক দলের প্রতিনিধি চান ড. কামাল,1
সিরাজগঞ্জে ৩ উপজেলার জনপদ নদীগর্ভে বিলীন,1
প্রতিবন্ধী যুবককে পিটিয়ে হত্যার অভিযোগ,1
ছয় হাজার পিস ইয়াবাসহ সাজাপ্রাপ্ত নারী আটক,1
কাগজ থাকলে ফুল না থাকলে মামলা,1
বেনাপোল সীমান্তে অস্ত্র ও গাঁজাসহ ব্যবসায়ী আটক,1
সারাদেশে প্রধানমন্ত্রীর জন্মদিন পালন,1
"নাটোরে ভ্যানচালককে বাঁচাতে ইউএনও’র গাড়ি খাদে, আহত ৫",1
স্ত্রী-ছাত্র খুনের ঘটনায় মাদরাসার পরিচালক রিমান্ডে,1
ট্রাক্টর পুকুরে পড়ে হেলপারের মৃত্যু,1
শ্রীপুরে গজারি বন থেকে হিজড়ার বস্তাবন্দি লাশ উদ্ধার,1
৪ ঘণ্টা পর ঢাকা-ময়মনসিংহ মহাসড়কে যান চলাচল শুরু,1
যশোরে চামড়া বিক্রিতে হতাশ ব্যবসায়ীরা,1
রাঙামাটিতে দুই ইউপিডিএফ কর্মীকে গুলি করে হত্যা,1
গণতন্ত্র পুনরুদ্ধারে শহীদদের ত্যাগ বৃথা যাবে না : শামা ওবায়েদ,1
পদ্মায় ভেসে এল কিশোরীর মরদেহ,1
ডিজিটাল নিরাপত্তা বিলে স্বাক্ষর না করতে রাষ্ট্রপতির প্রতি আহ্বান,1
১০ বছরের রোকসানার ওপর গৃহকর্ত্রীর নির্যাতন,1
ট্রাকসহ নদীতে ভেঙে পড়লো সেতু,1
ফেনীতে স্ত্রীর লাশ হাসপাতালে রেখে ঘাতক স্বামী উধাও,1
সুনামগঞ্জে চলছে হাওরের নানা সংকট উত্তরণের আলোচনা,1
ধর্ষণচেষ্টার মামলা চাপা দিতে নাশকতার মামলা!,1
বগুড়ায় ট্রাক খাদে পড়ে নিহত ২,1
যমুনায় নৌকা বাইচ,1
নতুন মজুরি কাঠামোয় অসন্তুষ্ট মৌলভীবাজারের চা শ্রমিকরা,1
মেহেরপুরে অপহরণ মামলায় ২ জনের যাবজ্জীবন,1
চাকরি না পেয়ে হতাশায় খুবি ছাত্রের আত্মহত্যা,1
হোসাইনী দালানে হামলা: সাক্ষীদের হাজিরে গ্রেপ্তারি পরোয়ানা,1
রামু বৌদ্ধ বিহারে হামলার ৭ বছর: বিচার প্রক্রিয়া নিয়ে সংশয়,1
